id,title,type,genres,averageRating,numVotes,releaseYear
tt6484982,Newton,movie,"Comedy, Drama",7.6,21477,2017
tt1285482,"Dead Set",tvMiniSeries,"Drama, Horror, Reality-TV",7.6,21217,2008
tt0039190,"The Bishop's Wife",movie,"Comedy, Drama, Fantasy",7.6,21178,1947
tt0092948,"Eddie Murphy: Raw",movie,"Comedy, Documentary",7.6,21018,1987
tt0186508,"Buena Vista Social Club",movie,"Documentary, Music",7.6,20970,1999
tt0062376,"To Sir, with Love",movie,Drama,7.6,20818,1967
tt1068649,"I've Loved You So Long",movie,Drama,7.6,20809,2008
tt7832124,Müslüm,movie,"Biography, Drama, Music",7.6,20637,2018
tt2406376,"The Bridge",tvSeries,"Crime, Drama, Mystery",7.6,20610,2013
tt7431994,"The Pit",tvSeries,"Action, Crime, Drama",7.6,20529,2016
tt0050539,"The Incredible Shrinking Man",movie,"Horror, Sci-Fi",7.6,20522,1957
tt1016268,"Enron: The Smartest Guys in the Room",movie,"Biography, Documentary, History",7.6,20369,2005
tt0133363,"Lovers of the Arctic Circle",movie,"Drama, Mystery, Romance",7.6,20358,1998
tt0047136,"Johnny Guitar",movie,"Drama, Western",7.6,20200,1954
tt0035093,"Mrs. Miniver",movie,"Drama, Romance, War",7.6,19810,1942
tt0110222,"Kabhi Haan Kabhi Naa",movie,"Comedy, Drama, Music",7.6,19667,1994
tt0072901,"The Twelve Tasks of Asterix",movie,"Adventure, Animation, Comedy",7.6,19568,1976
tt0839995,"Superman II: The Richard Donner Cut",movie,"Action, Adventure, Romance",7.6,19559,2006
tt3576728,"Bilal: A New Breed of Hero",movie,"Action, Adventure, Animation",7.6,19331,2015
tt3431758,"No Game, No Life",tvSeries,"Adventure, Animation, Comedy",7.6,19202,2014
tt12405230,"Breathe: Into the Shadows",tvSeries,"Drama, Thriller",7.6,19038,2020
tt0078243,"The 36th Chamber of Shaolin",movie,"Action, Adventure, Drama",7.6,18824,1978
tt0040416,Hamlet,movie,Drama,7.6,18740,1948
tt0465316,"Afro Samurai",tvMiniSeries,"Action, Adventure, Animation",7.6,18618,2007
tt0048380,"Mister Roberts",movie,"Comedy, Drama, War",7.6,18586,1955
tt0096018,"Running on Empty",movie,"Crime, Drama, Music",7.6,18312,1988
tt7048622,"The Insult",movie,"Crime, Drama, Thriller",7.6,18312,2017
tt0051525,"The Defiant Ones",movie,"Crime, Drama",7.6,18305,1958
tt3717532,"The Last: Naruto the Movie",movie,"Action, Adventure, Animation",7.6,18303,2014
tt7919680,Karwaan,movie,"Adventure, Comedy, Drama",7.6,18223,2018
tt0037469,"The Woman in the Window",movie,"Crime, Drama, Film-Noir",7.6,18212,1944
tt0101076,"Darkwing Duck",tvSeries,"Action, Adventure, Animation",7.6,18028,1991
tt11389748,Mass,movie,Drama,7.6,18007,2021
tt12472554,Mahaan,movie,"Action, Drama, Thriller",7.6,17977,2022
tt0238883,"Brat 2",movie,"Action, Crime, Drama",7.6,17972,2000
tt2393813,Graceland,tvSeries,"Action, Crime, Drama",7.6,17840,2013
tt0118826,"The Castle",movie,"Comedy, Drama",7.6,17804,1997
tt9179552,"Dr. Death",tvSeries,"Crime, Drama, Thriller",7.6,17730,2021
tt9117054,"Spinning Out",tvSeries,"Drama, Sport",7.6,17701,2020
tt0432047,Sarkar,movie,"Action, Crime, Drama",7.6,17646,2005
tt0098327,"The Seventh Continent",movie,Drama,7.6,17623,1989
tt10915286,"Tell Me Who I Am",movie,"Documentary, Drama, Mystery",7.6,17568,2019
tt8403664,"The English Game",tvMiniSeries,"Drama, History, Sport",7.6,17521,2020
tt0107156,"The Wedding Banquet",movie,"Comedy, Drama, Romance",7.6,17465,1993
tt5255710,"Sanam Teri Kasam",movie,"Drama, Musical, Romance",7.6,17454,2016
tt0013257,Häxan,movie,"Documentary, Fantasy, Horror",7.6,17303,1922
tt6271042,McMafia,tvSeries,"Crime, Drama, Thriller",7.6,17297,2018
tt0371735,Hungama,movie,"Comedy, Drama, Romance",7.6,17288,2003
tt0035575,"Yankee Doodle Dandy",movie,"Biography, Drama, Family",7.6,17185,1942
tt7660970,"The North Water",tvSeries,"Adventure, Drama, Mystery",7.6,17114,2021
tt0047811,"All That Heaven Allows",movie,"Drama, Romance",7.6,17080,1955
tt0158714,"Lady Snowblood",movie,"Action, Crime, Drama",7.6,16826,1973
tt1639109,"Angel Beats!",tvSeries,"Action, Animation, Comedy",7.6,16537,2010
tt0046187,"Pickup on South Street",movie,"Crime, Film-Noir, Mystery",7.6,16501,1953
tt0022835,"Dr. Jekyll and Mr. Hyde",movie,"Horror, Sci-Fi",7.6,16244,1931
tt1440266,Pina,movie,"Documentary, Music",7.6,16145,2011
tt4420704,Kedi,movie,Documentary,7.6,16098,2016
tt1286677,"Forbidden Love",tvSeries,"Drama, Romance",7.6,16015,2008
tt13429870,"Robot Dreams",movie,"Animation, Drama, Music",7.6,16010,2023
tt0031762,"Only Angels Have Wings",movie,"Adventure, Drama, Romance",7.6,15979,1939
tt0449951,Ghajini,movie,"Action, Drama, Mystery",7.6,15894,2005
tt7187044,"City on a Hill",tvSeries,"Crime, Drama, Thriller",7.6,15820,2019
tt0101318,"The Lovers on the Bridge",movie,"Drama, Romance",7.6,15805,1991
tt0111987,Goosebumps,tvSeries,"Adventure, Comedy, Drama",7.6,15640,1995
tt1687247,"Life in a Day",movie,"Documentary, Drama",7.6,15623,2011
tt13349716,"Shyam Singha Roy",movie,"Drama, Romance",7.6,15590,2021
tt0488478,12,movie,"Crime, Drama, Thriller",7.6,15505,2007
tt0206511,"Even Stevens",tvSeries,"Comedy, Family",7.6,15482,2000
tt2575968,Hinterland,tvSeries,"Crime, Drama, Mystery",7.6,15350,2013
tt0042530,"Gun Crazy",movie,"Crime, Drama, Film-Noir",7.6,15307,1950
tt0037865,"Leave Her to Heaven",movie,"Drama, Film-Noir, Romance",7.6,15293,1945
tt0033891,"Meet John Doe",movie,"Comedy, Drama, Romance",7.6,15216,1941
tt5713232,Madaari,movie,"Drama, Thriller",7.6,15210,2016
tt7689964,RBG,movie,"Biography, Documentary",7.6,15210,2018
tt16227014,"Fire of Love",movie,"Biography, Documentary",7.6,15124,2022
tt9883832,"Moonage Daydream",movie,"Biography, Documentary, History",7.6,15092,2022
tt15576504,"The Night Manager",tvSeries,"Action, Crime, Mystery",7.6,14969,2023
tt4284010,"What Happened, Miss Simone?",movie,"Biography, Documentary, Music",7.6,14968,2015
tt7414406,"All American",tvSeries,"Drama, Sport",7.6,14948,2018
tt0288937,"Degrassi: The Next Generation",tvSeries,"Drama, Romance",7.6,14868,2001
tt10584608,"Teenage Bounty Hunters",tvSeries,"Comedy, Crime, Drama",7.6,14776,2020
tt6632666,"Project Blue Book",tvSeries,"Drama, Mystery, Sci-Fi",7.6,14730,2019
tt0029162,"Lost Horizon",movie,"Adventure, Drama, Fantasy",7.6,14694,1937
tt8963708,"And Then We Danced",movie,"Drama, Romance",7.6,14689,2019
tt0067541,"Wake in Fright",movie,"Drama, Thriller",7.6,14627,1971
tt1600199,"Franklin & Bash",tvSeries,"Comedy, Crime, Drama",7.6,14574,2011
tt3138782,"The Miracle",movie,"Comedy, Drama",7.6,14559,2015
tt1321865,Carlos,tvMiniSeries,"Biography, Crime, Drama",7.6,14544,2010
tt19868314,Dahaad,tvSeries,"Crime, Drama, Mystery",7.6,14452,2023
tt0063663,"The Swimmer",movie,Drama,7.6,14444,1968
tt0063555,"The Color of Pomegranates",movie,"Biography, Drama, History",7.6,14283,1969
tt0165078,"After Life",movie,"Drama, Fantasy",7.6,14267,1998
tt0089960,Vagabond,movie,Drama,7.6,14243,1985
tt9586294,"Better Days",movie,"Crime, Drama, Romance",7.6,14115,2019
tt0060802,"Closely Watched Trains",movie,"Comedy, Drama, Romance",7.6,14099,1966
tt1451409,Pokkiri,movie,"Action, Crime, Thriller",7.6,14091,2007
tt0076734,"Soldier of Orange",movie,"Drama, Romance, Thriller",7.6,14029,1977
tt0058715,"The Gospel According to St. Matthew",movie,"Biography, Drama, History",7.6,13986,1964
tt5460226,"Search Party",tvSeries,"Comedy, Crime, Drama",7.6,13977,2016
tt2170584,"Video Game High School",tvSeries,"Action, Romance, Sci-Fi",7.6,13911,2012
tt0845439,"Fireworks Wednesday",movie,"Drama, Mystery, Romance",7.6,13776,2006
tt2014338,"Side by Side",movie,Documentary,7.6,13752,2012
tt0013427,"Nanook of the North",movie,Documentary,7.6,13699,1922
tt0040979,"Drunken Angel",movie,"Crime, Drama, Romance",7.6,13669,1948
tt1229360,"It Might Get Loud",movie,"Documentary, Music",7.6,13642,2008
tt3203290,"Free to Play",movie,"Action, Documentary",7.6,13621,2014
tt0047892,"Bob le Flambeur",movie,"Crime, Drama, Thriller",7.6,13610,1956
tt14225838,"Io Capitano",movie,Drama,7.6,13578,2023
tt0275309,"Dogtown and Z-Boys",movie,"Documentary, Sport",7.6,13470,2001
tt1832045,"Magic City",tvSeries,"Crime, Drama",7.6,13437,2012
tt0079871,Scum,movie,"Crime, Drama",7.6,13433,1979
tt14002046,"Bheeshma Parvam",movie,"Action, Crime, Drama",7.6,13433,2022
tt0058404,"The Night of the Iguana",movie,Drama,7.6,13346,1964
tt0114327,"Sailor Moon",tvSeries,"Action, Adventure, Animation",7.6,13340,1995
tt0115163,"Early Edition",tvSeries,"Adventure, Comedy, Drama",7.6,13081,1996
tt3468798,Baskets,tvSeries,"Comedy, Drama",7.6,13046,2016
tt26537229,"Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village",movie,"Action, Adventure, Animation",7.6,12926,2023
tt10540276,"Snabba Cash",tvSeries,"Action, Crime, Drama",7.6,12881,2021
tt11905462,"Athlete A",movie,"Crime, Documentary, Sport",7.6,12869,2020
tt1606384,"My Way",movie,"Action, Drama, War",7.6,12851,2011
tt1593756,Outsourced,tvSeries,Comedy,7.6,12822,2010
tt0489037,"Who Killed the Electric Car?",movie,Documentary,7.6,12802,2006
tt0031225,"Destry Rides Again",movie,"Comedy, Western",7.6,12786,1939
tt11947418,Minx,tvSeries,Comedy,7.6,12720,2022
tt5310090,"Irudhi Suttru",movie,"Action, Drama, Sport",7.6,12650,2016
tt4937942,Bordertown,tvSeries,"Crime, Drama, Mystery",7.6,12583,2016
tt0334405,Spellbound,movie,"Comedy, Documentary, Thriller",7.6,12509,2002
tt15944428,Ghoomer,movie,"Drama, Sport",7.6,12455,2023
tt0142236,"Dragon Ball Z: Fusion Reborn",movie,"Action, Animation, Sci-Fi",7.6,12454,1995
tt5177114,"Young Woman and the Sea",movie,"Biography, Drama, Romance",7.6,12445,2024
tt11093718,"Establishment: Osman",tvSeries,"Action, Adventure, Drama",7.6,12347,2019
tt1014672,"Bheja Fry",movie,"Comedy, Drama",7.6,12320,2007
tt0027260,"After the Thin Man",movie,"Comedy, Crime, Mystery",7.6,12319,1936
tt9307686,"Fire Force",tvSeries,"Action, Animation, Drama",7.6,12263,2019
tt0035211,"The Pride of the Yankees",movie,"Biography, Drama, Romance",7.6,12205,1942
tt0912343,"Tim and Eric Awesome Show, Great Job!",tvSeries,"Comedy, Music",7.6,12096,2007
tt0420901,"Shooting Dogs",movie,"Drama, History, War",7.6,12075,2005
tt0149601,"Cholera Street",movie,"Crime, Drama, Romance",7.6,12055,1997
tt0039224,"Brute Force",movie,"Crime, Drama, Film-Noir",7.6,11843,1947
tt0070832,"Three Wishes for Cinderella",movie,"Adventure, Drama, Family",7.6,11843,1973
tt0486657,"The Dresden Files",tvSeries,"Crime, Drama, Fantasy",7.6,11726,2007
tt0039677,"Odd Man Out",movie,"Crime, Drama, Film-Noir",7.6,11722,1947
tt1355546,Ayan,movie,"Action, Crime, Drama",7.6,11716,2009
tt1241195,Aamir,movie,"Action, Crime, Drama",7.6,11682,2008
tt0367859,"The Man Who Copied",movie,"Comedy, Crime, Drama",7.6,11521,2003
tt0127311,"Somersault in a Coffin",movie,Drama,7.6,11402,1996
tt0090506,"The Real Ghostbusters",tvSeries,"Action, Animation, Comedy",7.6,11286,1986
tt21057450,"School Spirits",tvSeries,"Drama, Fantasy, Mystery",7.6,11251,2023
tt0247613,"Peppermint Candy",movie,Drama,7.6,11205,1999
tt7801964,Manhunt,tvSeries,"Biography, Crime, Drama",7.6,11196,2019
tt1558250,GasLand,movie,Documentary,7.6,11138,2010
tt5620076,Chance,tvSeries,"Drama, Mystery, Thriller",7.6,11040,2016
tt9131050,"A Confession",tvMiniSeries,"Biography, Crime, Drama",7.6,10955,2019
tt0105682,"A Heart in Winter",movie,"Drama, Music, Romance",7.6,10950,1992
tt0059575,"The Pawnbroker",movie,Drama,7.6,10928,1964
tt0033028,"The Sea Hawk",movie,"Action, Adventure, History",7.6,10921,1940
tt0091830,"The Green Ray",movie,"Drama, Romance",7.6,10864,1986
tt5191110,"Berlin Station",tvSeries,"Action, Drama, Mystery",7.6,10718,2016
tt0068156,1776,movie,"Drama, Family, History",7.6,10631,1972
tt0064793,"The Passion of Anna",movie,Drama,7.6,10627,1969
tt7242816,Harrow,tvSeries,"Crime, Drama, Mystery",7.6,10602,2018
tt5278596,Weiner,movie,Documentary,7.6,10600,2016
tt29548562,Pindam,movie,Horror,7.6,10588,2023
tt0115940,"A Summer's Tale",movie,"Comedy, Drama, Romance",7.6,10571,1996
tt10883506,"A Sun",movie,"Crime, Drama",7.6,10563,2019
tt6129302,"Bhavesh Joshi Superhero",movie,"Action, Crime, Drama",7.6,10497,2018
tt0059012,"Chimes at Midnight",movie,"Comedy, Drama, History",7.6,10402,1965
tt9381622,Special,tvSeries,"Comedy, Drama",7.6,10389,2019
tt0064840,"The Prime of Miss Jean Brodie",movie,"Comedy, Drama, Romance",7.6,10382,1969
tt1333667,"When You're Strange",movie,"Documentary, Music",7.6,10364,2009
tt0054599,Accattone,movie,Drama,7.6,10360,1961
tt0043132,"Where the Sidewalk Ends",movie,"Crime, Drama, Film-Noir",7.6,10234,1950
tt0056195,"Lonely Are the Brave",movie,"Drama, Western",7.6,10227,1962
tt1582519,Khaleja,movie,"Action, Comedy, Fantasy",7.6,10205,2010
tt11725900,"Karen Pirie",tvSeries,"Crime, Drama, Mystery",7.6,10110,2022
tt0058985,Happiness,movie,"Drama, Romance",7.6,10030,1965
tt8902990,"The Sky Is Pink",movie,"Drama, Romance",7.6,10009,2019
tt1211837,"Doctor Strange",movie,"Action, Adventure, Fantasy",7.5,822594,2016
tt1951264,"The Hunger Games: Catching Fire",movie,"Action, Adventure, Sci-Fi",7.5,733367,2013
tt0316654,"Spider-Man 2",movie,"Action, Adventure, Sci-Fi",7.5,726194,2004
tt0373889,"Harry Potter and the Order of the Phoenix",movie,"Action, Adventure, Family",7.5,647084,2007
tt1156398,Zombieland,movie,"Action, Comedy, Horror",7.5,633535,2009
tt3890160,"Baby Driver",movie,"Action, Crime, Drama",7.5,629990,2017
tt6644200,"A Quiet Place",movie,"Drama, Horror, Sci-Fi",7.5,610063,2018
tt1457767,"The Conjuring",movie,"Horror, Mystery, Thriller",7.5,569605,2013
tt0945513,"Source Code",movie,"Action, Drama, Mystery",7.5,559143,2011
tt0087469,"Indiana Jones and the Temple of Doom",movie,"Action, Adventure",7.5,542737,1984
tt0268380,"Ice Age",movie,"Adventure, Animation, Comedy",7.5,530171,2002
tt1630029,"Avatar: The Way of Water",movie,"Action, Adventure, Fantasy",7.5,513272,2022
tt0217505,"Gangs of New York",movie,"Crime, Drama",7.5,479931,2002
tt0887912,"The Hurt Locker",movie,"Drama, Thriller, War",7.5,478678,2008
tt0289043,"28 Days Later",movie,"Drama, Horror, Sci-Fi",7.5,456091,2002
tt2193021,Arrow,tvSeries,"Action, Adventure, Crime",7.5,449632,2012
tt0369339,Collateral,movie,"Action, Crime, Drama",7.5,440214,2004
tt0840361,"The Town",movie,"Crime, Drama, Thriller",7.5,422539,2010
tt0096895,Batman,movie,"Action, Adventure",7.5,412235,1989
tt0118971,"The Devil's Advocate",movie,"Drama, Fantasy, Mystery",7.5,411081,1997
tt1542344,"127 Hours",movie,"Biography, Drama",7.5,407094,2010
tt0443543,"The Illusionist",movie,"Drama, Fantasy, Mystery",7.5,393085,2006
tt0338751,"The Aviator",movie,"Biography, Drama",7.5,389023,2004
tt0120663,"Eyes Wide Shut",movie,"Drama, Mystery, Thriller",7.5,384688,1999
tt0094721,Beetlejuice,movie,"Comedy, Fantasy",7.5,382878,1988
tt0119396,"Jackie Brown",movie,"Crime, Drama, Thriller",7.5,382017,1997
tt3107288,"The Flash",tvSeries,"Action, Adventure, Drama",7.5,372053,2014
tt0100802,"Total Recall",movie,"Action, Adventure, Sci-Fi",7.5,360654,1990
tt0110148,"Interview with the Vampire",movie,"Drama, Fantasy, Horror",7.5,355131,1994
tt1707386,"Les Misérables",movie,"Drama, Musical, Romance",7.5,349846,2012
tt3606756,"Incredibles 2",movie,"Action, Adventure, Animation",7.5,340955,2018
tt0970179,Hugo,movie,"Adventure, Drama, Family",7.5,339846,2011
tt1837492,"13 Reasons Why",tvSeries,"Drama, Mystery, Thriller",7.5,321823,2017
tt1485796,"The Greatest Showman",movie,"Biography, Drama, Musical",7.5,320606,2017
tt0449467,Babel,movie,Drama,7.5,320051,2006
tt4550098,"Nocturnal Animals",movie,"Drama, Thriller",7.5,319286,2016
tt1091191,"Lone Survivor",movie,"Action, Biography, Drama",7.5,311036,2013
tt0120669,"Fear and Loathing in Las Vegas",movie,"Adventure, Comedy, Drama",7.5,305806,1998
tt0118884,Contact,movie,"Drama, Mystery, Sci-Fi",7.5,298031,1997
tt7349662,BlacKkKlansman,movie,"Biography, Comedy, Crime",7.5,296460,2018
tt2661044,"The 100",tvSeries,"Action, Drama, Sci-Fi",7.5,283710,2014
tt0215750,"Enemy at the Gates",movie,"Action, Drama, War",7.5,281186,2001
tt0221027,Blow,movie,"Biography, Crime, Drama",7.5,278333,2001
tt0396171,"Perfume: The Story of a Murderer",movie,"Crime, Drama, Fantasy",7.5,268982,2006
tt0813715,Heroes,tvSeries,"Crime, Drama, Fantasy",7.5,253916,2006
tt1649419,"The Impossible",movie,"Drama, History, Thriller",7.5,249936,2012
tt5580036,"I, Tonya",movie,"Biography, Comedy, Drama",7.5,247832,2017
tt0408306,Munich,movie,"Action, Drama, History",7.5,242730,2005
tt0311113,"Master and Commander: The Far Side of the World",movie,"Action, Adventure, Drama",7.5,241954,2003
tt5083738,"The Favourite",movie,"Biography, Comedy, Drama",7.5,241656,2018
tt0117665,Sleepers,movie,"Crime, Drama, Thriller",7.5,241107,1996
tt0373469,"Kiss Kiss Bang Bang",movie,"Comedy, Crime, Mystery",7.5,239870,2005
tt0420223,"Stranger Than Fiction",movie,"Comedy, Drama, Fantasy",7.5,238348,2006
tt0427944,"Thank You for Smoking",movie,"Comedy, Drama",7.5,230657,2005
tt2364582,"Agents of S.H.I.E.L.D.",tvSeries,"Action, Adventure, Drama",7.5,228066,2013
tt0097958,"National Lampoon's Christmas Vacation",movie,Comedy,7.5,222941,1989
tt10160804,Hawkeye,tvMiniSeries,"Action, Adventure, Crime",7.5,220951,2021
tt12037194,"Furiosa: A Mad Max Saga",movie,"Action, Adventure, Sci-Fi",7.5,218801,2024
tt0099810,"The Hunt for Red October",movie,"Action, Adventure, Thriller",7.5,218705,1990
tt9620292,"Promising Young Woman",movie,"Crime, Drama, Mystery",7.5,217772,2020
tt0109506,"The Crow",movie,"Action, Crime, Drama",7.5,215845,1994
tt6499752,Upgrade,movie,"Action, Sci-Fi, Thriller",7.5,214787,2018
tt0375063,Sideways,movie,"Comedy, Drama, Romance",7.5,207607,2004
tt0397442,"Gossip Girl",tvSeries,"Drama, Romance",7.5,199180,2007
tt0096754,"The Abyss",movie,"Adventure, Drama, Mystery",7.5,197601,1989
tt1465522,"Tucker and Dale vs Evil",movie,"Comedy, Horror",7.5,197247,2010
tt0266308,"Battle Royale",movie,"Action, Adventure, Drama",7.5,197150,2000
tt0443680,"The Assassination of Jesse James by the Coward Robert Ford",movie,"Biography, Crime, Drama",7.5,195337,2007
tt0462322,Grindhouse,movie,"Action, Horror, Thriller",7.5,192550,2007
tt0110322,"Legends of the Fall",movie,"Drama, Romance, War",7.5,187082,1994
tt0117913,"A Time to Kill",movie,"Crime, Drama, Thriller",7.5,185967,1996
tt1013753,Milk,movie,"Biography, Drama, History",7.5,181191,2008
tt4873118,"Guy Ritchie's the Covenant",movie,"Action, Drama, Thriller",7.5,176764,2023
tt7405458,"A Man Called Otto",movie,"Comedy, Drama",7.5,174238,2022
tt2140373,"Saving Mr. Banks",movie,"Biography, Comedy, Drama",7.5,171446,2013
tt1242460,"We Need to Talk About Kevin",movie,"Drama, Mystery, Thriller",7.5,171166,2011
tt0086465,"Trading Places",movie,Comedy,7.5,169200,1983
tt0032910,Pinocchio,movie,"Adventure, Animation, Comedy",7.5,162968,1940
tt0095159,"A Fish Called Wanda",movie,"Comedy, Crime",7.5,156347,1988
tt2381111,Brooklyn,movie,"Drama, Romance",7.5,152390,2015
tt0312004,"Wallace & Gromit: The Curse of the Were-Rabbit",movie,"Adventure, Animation, Comedy",7.5,148405,2005
tt13016388,"3 Body Problem",tvSeries,"Adventure, Drama, Fantasy",7.5,145490,2024
tt5462602,"The Big Sick",movie,"Comedy, Drama, Romance",7.5,145360,2017
tt3316960,"Still Alice",movie,Drama,7.5,145102,2014
tt2531336,Lupin,tvSeries,"Action, Crime, Drama",7.5,143836,2021
tt0816442,"The Book Thief",movie,"Drama, War",7.5,143641,2013
tt9620288,"King Richard",movie,"Biography, Drama, Sport",7.5,142114,2021
tt0274558,"The Hours",movie,"Drama, Romance",7.5,142003,2002
tt0070608,"Robin Hood",movie,"Adventure, Animation, Comedy",7.5,141608,1973
tt0279600,Smallville,tvSeries,"Action, Adventure, Drama",7.5,140892,2001
tt0075005,"The Omen",movie,"Horror, Mystery",7.5,138049,1976
tt0120789,Pleasantville,movie,"Comedy, Drama, Fantasy",7.5,137955,1998
tt0918927,Doubt,movie,"Drama, Mystery",7.5,137465,2008
tt0113627,"Leaving Las Vegas",movie,"Drama, Romance",7.5,137421,1995
tt0361596,"Fahrenheit 9/11",movie,"Documentary, Drama, War",7.5,133024,2004
tt0097351,"Field of Dreams",movie,"Drama, Family, Fantasy",7.5,131505,1989
tt5164432,"Love, Simon",movie,"Comedy, Drama",7.5,128496,2018
tt0289992,"The Life of David Gale",movie,"Crime, Drama, Mystery",7.5,127772,2003
tt0085959,"The Meaning of Life",movie,"Comedy, Musical",7.5,126349,1983
tt0082010,"An American Werewolf in London",movie,"Comedy, Horror",7.5,124697,1981
tt13622776,Ahsoka,tvSeries,"Action, Adventure, Drama",7.5,122840,2023
tt14208870,"The Fabelmans",movie,Drama,7.5,121909,2022
tt8721424,"tick, tick... BOOM!",movie,"Biography, Comedy, Drama",7.5,121900,2021
tt1315981,"A Single Man",movie,"Crime, Drama, Romance",7.5,119058,2009
tt0404203,"Little Children",movie,"Drama, Romance",7.5,118122,2006
tt2403776,"Shadow and Bone",tvSeries,"Action, Adventure, Drama",7.5,117926,2021
tt0385004,"House of Flying Daggers",movie,"Action, Adventure, Drama",7.5,117036,2004
tt13918776,"The Night Agent",tvSeries,"Action, Drama, Thriller",7.5,116912,2023
tt0243133,"The Man Who Wasn't There",movie,"Crime, Drama",7.5,116391,2001
tt1043813,Titans,tvSeries,"Action, Adventure, Crime",7.5,114454,2018
tt0080120,"The Warriors",movie,"Action, Crime, Thriller",7.5,113027,1979
tt1386932,"Ip Man 2",movie,"Action, Biography, Drama",7.5,112379,2010
tt0056193,Lolita,movie,"Crime, Drama, Romance",7.5,110532,1962
tt1614989,Headhunters,movie,"Action, Crime, Thriller",7.5,108175,2011
tt0086979,"Blood Simple",movie,"Crime, Drama, Thriller",7.5,107453,1984
tt0103873,"Dead Alive",movie,"Comedy, Fantasy, Horror",7.5,105051,1992
tt0171804,"Boys Don't Cry",movie,"Biography, Crime, Drama",7.5,104741,1999
tt0112817,"Dead Man",movie,"Adventure, Comedy, Drama",7.5,104468,1995
tt0453562,42,movie,"Biography, Drama, Sport",7.5,104254,2013
tt0112818,"Dead Man Walking",movie,"Crime, Drama",7.5,103033,1995
tt3513548,"Richard Jewell",movie,"Biography, Crime, Drama",7.5,100090,2019
tt23561236,"American Fiction",movie,"Comedy, Drama",7.5,99833,2023
tt0383028,"Synecdoche, New York",movie,Drama,7.5,99783,2008
tt0165798,"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",7.5,98715,1999
tt0095631,"Midnight Run",movie,"Action, Comedy, Crime",7.5,96874,1988
tt0107822,"The Piano",movie,"Drama, Music, Romance",7.5,96590,1993
tt8806524,"Star Trek: Picard",tvSeries,"Action, Adventure, Drama",7.5,96576,2020
tt1020072,Selma,movie,"Biography, Drama, History",7.5,96299,2014
tt0070917,"The Wicker Man",movie,"Horror, Mystery, Thriller",7.5,96079,1973
tt0101889,"The Fisher King",movie,"Comedy, Drama, Fantasy",7.5,92316,1991
tt0450188,"La Vie En Rose",movie,"Biography, Drama, Music",7.5,91535,2007
tt0101700,Delicatessen,movie,"Comedy, Crime",7.5,91058,1991
tt0077928,"Midnight Express",movie,"Biography, Crime, Drama",7.5,89565,1978
tt0107808,"A Perfect World",movie,"Crime, Drama, Thriller",7.5,88625,1993
tt11823076,"Tiger King",tvSeries,"Biography, Crime, Documentary",7.5,88325,2020
tt0451094,"Lady Vengeance",movie,"Crime, Drama, Thriller",7.5,87570,2005
tt0119167,"Funny Games",movie,"Crime, Drama, Thriller",7.5,87041,1997
tt2334649,"Fruitvale Station",movie,"Biography, Crime, Drama",7.5,86733,2013
tt10813940,"Ginny & Georgia",tvSeries,"Comedy, Drama",7.5,85967,2021
tt10293938,"Outer Banks",tvSeries,"Action, Crime, Drama",7.5,85629,2020
tt4540710,"Miss Sloane",movie,Drama,7.5,84412,2016
tt3339966,"Unbreakable Kimmy Schmidt",tvSeries,Comedy,7.5,80000,2015
tt1433811,Disconnect,movie,"Crime, Drama, Mystery",7.5,78612,2012
tt0120324,"A Simple Plan",movie,"Crime, Drama, Thriller",7.5,77461,1998
tt9446688,"I Am Not Okay with This",tvSeries,"Comedy, Drama, Fantasy",7.5,76730,2020
tt0310775,"Sympathy for Mr. Vengeance",movie,"Crime, Drama, Thriller",7.5,76413,2002
tt0094947,"Dangerous Liaisons",movie,"Drama, Romance",7.5,76264,1988
tt0986233,Hunger,movie,"Biography, Crime, Drama",7.5,74259,2008
tt0110932,"Quiz Show",movie,"Biography, Drama, History",7.5,74236,1994
tt0254686,"The Piano Teacher",movie,"Drama, Music",7.5,73855,2001
tt0315983,"House of Sand and Fog",movie,"Crime, Drama",7.5,73492,2003
tt0364517,"Love Me If You Dare",movie,"Comedy, Drama, Romance",7.5,72886,2003
tt8637428,"The Farewell",movie,"Comedy, Drama",7.5,72475,2019
tt0112682,"The City of Lost Children",movie,"Adventure, Drama, Fantasy",7.5,72460,1995
tt14169960,"All of Us Are Dead",tvSeries,"Action, Drama, Fantasy",7.5,71427,2022
tt0108002,Rudy,movie,"Biography, Drama, Sport",7.5,70287,1993
tt1436045,"13 Assassins",movie,"Action, Adventure, Drama",7.5,69400,2010
tt14039582,"Drive My Car",movie,Drama,7.5,69166,2021
tt0218839,"Best in Show",movie,Comedy,7.5,68052,2000
tt0105151,"The Player",movie,"Comedy, Crime, Drama",7.5,67027,1992
tt11655202,"Riders of Justice",movie,"Action, Comedy, Drama",7.5,66179,2020
tt6742252,"The Guilty",movie,"Crime, Drama, Thriller",7.5,65787,2018
tt0107554,"Menace II Society",movie,"Crime, Drama, Thriller",7.5,65670,1993
tt0983213,"5 Centimeters per Second",movie,"Animation, Drama, Family",7.5,65605,2007
tt4761112,"The Mauritanian",movie,"Biography, Crime, Drama",7.5,64450,2021
tt0095497,"The Last Temptation of Christ",movie,Drama,7.5,64246,1988
